Word,Start,End,length,time_spent,std_time_spent,speed,post_space,amplitude,pitch,time,var_amplitude,min_var_pitch,avg_var_pitch,max_var_pitch
"Honesty,",0.56,1.2,8,0.6399999999999999,0.0799999999999999,12.500000000000002,0.2199999999999999,1.8213538780959553,144.9378864627268,0.88,0.2297102914030829,0.0019717015957257267,12.7637325475134,133.8183814374944
"compassion,",1.42,2.0,11,0.5800000000000001,0.0527272727272727,18.96551724137931,0.1400000000000001,1.5091412253533871,108.82818980474757,1.71,0.0279118376895686,0.0019717015957257267,12.7637325475134,133.8183814374944
"beauty,",2.14,2.54,7,0.3999999999999999,0.0571428571428571,17.500000000000004,0.2199999999999997,1.3172439734553385,127.80201494549364,2.34,0.0006164737574884,0.0019717015957257267,12.7637325475134,133.8183814374944
"love,",2.76,3.16,5,0.4000000000000003,0.08,12.49999999999999,0.2599999999999998,1.6276057284961831,84.80891345600847,2.96,0.081529017261586,0.0019717015957257267,12.7637325475134,133.8183814374944
faith.,3.42,3.66,6,0.2400000000000002,0.04,24.99999999999998,0.3599999999999994,0.2203464180453283,,3.54,1.2582702173769422,0.0019717015957257267,12.7637325475134,133.8183814374944
Words,4.02,4.22,5,0.2000000000000001,0.04,24.99999999999998,0.0,2.9265894149206715,160.96354873976617,4.119999999999999,2.510692703216926,0.0019717015957257267,12.7637325475134,133.8183814374944
that,4.22,4.44,4,0.2200000000000006,0.0550000000000001,18.18181818181813,0.0,1.5126077340967043,158.21535117255496,4.33,0.0290821422498906,0.0019717015957257267,12.7637325475134,133.8183814374944
mean,4.44,4.64,4,0.1999999999999993,0.0499999999999998,20.00000000000007,0.0,0.9444864557465756,111.7484483989585,4.54,0.1580749512561839,0.0019717015957257267,12.7637325475134,133.8183814374944
truth,4.64,4.92,5,0.2800000000000002,0.056,17.85714285714284,0.0,0.6715558114184099,58.054384410173434,4.779999999999999,0.4495931165012974,0.0019717015957257267,12.7637325475134,133.8183814374944
to,4.92,5.1,2,0.1799999999999997,0.0899999999999998,11.111111111111128,0.0,0.3814101259187206,,5.01,0.9228728944732724,0.0019717015957257267,12.7637325475134,133.8183814374944
me.,5.1,5.34,3,0.2400000000000002,0.08,12.49999999999999,0.3399999999999998,0.1169690107814666,,5.22,1.500879448793096,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,5.68,6.06,5,0.3799999999999999,0.0759999999999999,13.15789473684211,0.0,1.153675807383299,108.44525096643991,5.869999999999999,0.035493450576177,0.0019717015957257267,12.7637325475134,133.8183814374944
is,6.06,6.18,2,0.1200000000000001,0.06,16.666666666666654,0.0,1.8275262833418893,207.74027796995588,6.119999999999999,0.2356650232929479,0.0019717015957257267,12.7637325475134,133.8183814374944
like,6.18,6.3,4,0.1200000000000001,0.03,33.33333333333331,0.0,1.095760667774967,167.15162199326116,6.24,0.0606696975311322,0.0019717015957257267,12.7637325475134,133.8183814374944
a,6.3,6.48,1,0.1800000000000006,0.1800000000000006,5.555555555555537,0.0,1.723733328565188,73.17816284352082,6.390000000000001,0.1456647109528792,0.0019717015957257267,12.7637325475134,133.8183814374944
flower,6.48,6.68,6,0.1999999999999993,0.0333333333333332,30.000000000000107,0.0,2.547137822891934,131.77190403932624,6.58,1.452181557488127,0.0019717015957257267,12.7637325475134,133.8183814374944
in,6.68,6.9,2,0.2200000000000006,0.1100000000000003,9.090909090909063,0.0,0.7556206125449462,114.7205603609594,6.79,0.3439262420984575,0.0019717015957257267,12.7637325475134,133.8183814374944
"bloom,",6.9,7.16,6,0.2599999999999998,0.0433333333333333,23.076923076923094,0.2999999999999998,0.6145209842541781,61.662490181131034,7.03,0.5293317363095746,0.0019717015957257267,12.7637325475134,133.8183814374944
beautiful,7.46,7.8,9,0.3399999999999998,0.0377777777777777,26.47058823529413,0.0,1.7144995084634558,133.4680780412715,7.63,0.1387016062291515,0.0019717015957257267,12.7637325475134,133.8183814374944
and,7.8,8.08,3,0.2800000000000002,0.0933333333333334,10.714285714285705,0.0,0.9651403859839636,146.13313109811824,7.94,0.1420780922517222,0.0019717015957257267,12.7637325475134,133.8183814374944
unique,8.08,8.3,6,0.2200000000000006,0.0366666666666667,27.272727272727195,0.0,0.5825728007419121,97.88305395774591,8.190000000000001,0.5768403446149272,0.0019717015957257267,12.7637325475134,133.8183814374944
to,8.3,8.5,2,0.1999999999999993,0.0999999999999996,10.000000000000036,0.0,0.7556592731415651,63.28783192628873,8.4,0.3438808984053147,0.0019717015957257267,12.7637325475134,133.8183814374944
each,8.5,8.7,4,0.1999999999999993,0.0499999999999998,20.00000000000007,0.0,0.8576099904941408,,8.6,0.234704274865261,0.0019717015957257267,12.7637325475134,133.8183814374944
type.,8.7,8.98,5,0.2800000000000011,0.0560000000000002,17.857142857142783,0.4599999999999991,0.7363563919482337,,8.84,0.3668924433392042,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,9.44,9.8,5,0.3600000000000012,0.0720000000000002,13.888888888888845,0.0,0.9169470005108008,83.9219400697508,9.62,0.1807319989823112,0.0019717015957257267,12.7637325475134,133.8183814374944
is,9.8,9.92,2,0.1199999999999992,0.0599999999999996,16.666666666666774,0.0,1.752312409923088,147.82006421644175,9.86,0.1682964858354146,0.0019717015957257267,12.7637325475134,133.8183814374944
like,9.92,10.06,4,0.1400000000000005,0.0350000000000001,28.571428571428456,0.0,1.2347790607046547,84.94304200965323,9.99,0.0115119600173338,0.0019717015957257267,12.7637325475134,133.8183814374944
a,10.06,10.22,1,0.1600000000000001,0.1600000000000001,6.249999999999995,0.0,2.235975083947607,64.06969758482904,10.14,0.7990611805622331,0.0019717015957257267,12.7637325475134,133.8183814374944
car,10.22,10.42,3,0.1999999999999993,0.0666666666666664,15.000000000000052,0.0,1.998815935433384,58.601115962004734,10.32,0.4313114631504265,0.0019717015957257267,12.7637325475134,133.8183814374944
"crash,",10.42,10.74,6,0.3200000000000003,0.0533333333333333,18.749999999999982,0.3200000000000003,1.2041006431625445,,10.58,0.0190363334550296,0.0019717015957257267,12.7637325475134,133.8183814374944
hard,11.06,11.3,4,0.2400000000000002,0.06,16.666666666666654,0.0,1.450170218848894,92.84101798976992,11.18,0.0116850383351336,0.0019717015957257267,12.7637325475134,133.8183814374944
to,11.3,11.46,2,0.1600000000000001,0.08,12.49999999999999,0.0,0.7636740539517629,96.97245230252464,11.38,0.3345451823426034,0.0019717015957257267,12.7637325475134,133.8183814374944
hear,11.46,11.66,4,0.1999999999999993,0.0499999999999998,20.00000000000007,0.0,0.8724471442704202,93.88524839590544,11.56,0.22054831572003,0.0019717015957257267,12.7637325475134,133.8183814374944
about.,11.66,12.02,6,0.3599999999999994,0.0599999999999999,16.666666666666693,0.5999999999999996,0.9073241025039872,,11.84,0.1890064847785138,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,12.62,12.94,5,0.3200000000000003,0.064,15.624999999999986,0.0,1.612356915337587,132.71429260006408,12.78,0.0730534689320532,0.0019717015957257267,12.7637325475134,133.8183814374944
is,12.94,13.08,2,0.1400000000000005,0.0700000000000002,14.285714285714228,0.0,2.610058250419932,132.10641824560517,13.01,1.607786942635535,0.0019717015957257267,12.7637325475134,133.8183814374944
like,13.08,13.2,4,0.1199999999999992,0.0299999999999998,33.33333333333355,0.0,1.84520108467988,145.33800891045647,13.14,0.2531380074210226,0.0019717015957257267,12.7637325475134,133.8183814374944
a,13.2,13.34,1,0.1400000000000005,0.1400000000000005,7.142857142857114,0.0,1.4304512756002117,136.21254549880953,13.27,0.0078107438085098,0.0019717015957257267,12.7637325475134,133.8183814374944
warm,13.34,13.56,4,0.2200000000000006,0.0550000000000001,18.18181818181813,0.0,1.412514969647779,144.61070212308437,13.45,0.0049620903848138,0.0019717015957257267,12.7637325475134,133.8183814374944
"embrace,",13.56,14.04,8,0.4799999999999986,0.0599999999999998,16.666666666666714,0.3000000000000007,1.1166211208843675,,13.8,0.0508284880362982,0.0019717015957257267,12.7637325475134,133.8183814374944
comforting,14.34,14.68,10,0.3399999999999998,0.0339999999999999,29.41176470588237,0.0,2.16632118778172,162.22669532138605,14.51,0.6793853008567571,0.0019717015957257267,12.7637325475134,133.8183814374944
and,14.68,14.93,3,0.25,0.0833333333333333,12.0,0.0,0.635863699664844,97.12957009852111,14.805,0.4987313824202792,0.0019717015957257267,12.7637325475134,133.8183814374944
meaningful.,14.93,15.42,11,0.4900000000000002,0.0445454545454545,22.448979591836725,0.5999999999999996,0.633504429390738,66.30394269361611,15.175,0.5020692251493607,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,16.02,16.28,5,0.2600000000000015,0.0520000000000003,19.230769230769116,0.0,1.7223694561243972,106.29930131866602,16.15,0.1446254987195471,0.0019717015957257267,12.7637325475134,133.8183814374944
is,16.28,16.4,2,0.1199999999999974,0.0599999999999987,16.666666666667023,0.0,2.6749011161442615,117.16489383611362,16.34,1.7764311523008112,0.0019717015957257267,12.7637325475134,133.8183814374944
like,16.4,16.52,4,0.120000000000001,0.0300000000000002,33.33333333333306,0.0,1.7340010682683964,141.58144152417856,16.46,0.1536077180617426,0.0019717015957257267,12.7637325475134,133.8183814374944
a,16.52,16.68,1,0.1600000000000001,0.1600000000000001,6.249999999999995,0.0,2.0074598602458633,94.58552721327504,16.6,0.4427398560645409,0.0019717015957257267,12.7637325475134,133.8183814374944
"snowflake,",16.68,17.16,10,0.4800000000000004,0.048,20.83333333333331,0.2199999999999988,0.7784570487185821,51.84951523043268,16.92,0.3176627861414164,0.0019717015957257267,12.7637325475134,133.8183814374944
peaceful,17.38,17.84,8,0.4600000000000008,0.0575000000000001,17.391304347826054,0.0,1.750478634834663,84.52841184002655,17.61,0.1667952744437293,0.0019717015957257267,12.7637325475134,133.8183814374944
and,17.84,18.18,3,0.3399999999999998,0.1133333333333332,8.82352941176471,0.0,0.9078928088430718,83.62027648892543,18.009999999999998,0.1885123194533739,0.0019717015957257267,12.7637325475134,133.8183814374944
