Word,Start,End,length,time_spent,std_time_spent,speed,post_space,amplitude,pitch,time,var_amplitude,min_var_pitch,avg_var_pitch,max_var_pitch
The,1.1,1.3,3,0.1999999999999999,0.0666666666666666,15.000000000000004,0.0,7.953785345215656,191.45779614045503,1.2000000000000002,29.67557063492855,8.041350053974495e-05,23.4030977326216,140.68477539997292
road,1.3,1.7,4,0.3999999999999999,0.0999999999999999,10.000000000000002,0.0,8.57654475740977,244.33700318485845,1.5,36.84839965671959,8.041350053974495e-05,23.4030977326216,140.68477539997292
not,1.7,2.08,3,0.3800000000000001,0.1266666666666667,7.894736842105261,0.0,7.307591226466589,172.31931548895912,1.89,23.05281525734847,8.041350053974495e-05,23.4030977326216,140.68477539997292
taken.,2.08,2.68,6,0.6000000000000001,0.1,9.999999999999998,0.7399999999999998,3.6092352224581994,142.5479286572045,2.38,1.2165620855754964,8.041350053974495e-05,23.4030977326216,140.68477539997292
Two,3.42,3.86,3,0.4399999999999999,0.1466666666666666,6.818181818181819,0.0,2.848908809959015,96.6979754558818,3.64,0.1174106127834919,8.041350053974495e-05,23.4030977326216,140.68477539997292
roads,3.86,4.3,5,0.4399999999999999,0.088,11.363636363636363,0.0,2.056654858028103,80.77128954106331,4.08,0.2021416269335648,8.041350053974495e-05,23.4030977326216,140.68477539997292
diverged,4.3,5.16,8,0.8600000000000003,0.1075,9.302325581395346,0.0,2.1773644772744793,120.34920432261612,4.73,0.1081699556409201,8.041350053974495e-05,23.4030977326216,140.68477539997292
in,5.16,5.38,2,0.2199999999999997,0.1099999999999998,9.0909090909091,0.0,2.3401362873684306,214.7611212208008,5.27,0.0275959215234875,8.041350053974495e-05,23.4030977326216,140.68477539997292
yellow,5.38,5.76,6,0.3799999999999999,0.0633333333333333,15.789473684210533,0.0,2.7419104054150334,199.70420464036027,5.57,0.0555327681325422,8.041350053974495e-05,23.4030977326216,140.68477539997292
"wood,",5.76,6.12,5,0.3600000000000003,0.072,13.888888888888877,0.5,1.0865408554138511,76.51517343542562,5.9399999999999995,2.0155924813887784,8.041350053974495e-05,23.4030977326216,140.68477539997292
